"latitude","longitude","state","county"
43.084008,-91.069064,"WI","Crawford"
35.835606,-96.303922,"OK","Creek"
31.560143,-86.327501,"AL","Crenshaw"
31.917178,-83.785365,"GA","Crisp"
35.210811,-90.203849,"AR","Crittenden"
37.336533,-88.079607,"KY","Crittenden"
35.806106,-89.086594,"TN","Crockett"
30.798496,-101.498604,"TX","Crockett"
44.127641,-119.864655,"OR","Crook"
44.738184,-104.288519,"WY","Crook"
33.616133,-101.306058,"TX","Crosby"
35.357184,-90.677331,"AR","Cross"
46.350195,-94.099983,"MN","Crow Wing"
38.229447,-103.804241,"CO","Crowley"
31.03912,-104.824473,"TX","Culberson"
34.265451,-86.712779,"AL","Cullman"
38.511694,-77.9928,"VA","Culpeper"
39.274017,-88.124598,"IL","Cumberland"
36.879564,-85.317785,"KY","Cumberland"
43.735867,-69.995456,"ME","Cumberland"
35.053416,-78.781027,"NC","Cumberland"
39.3762,-75.1617,"NJ","Cumberland"
40.21604,-76.924996,"PA","Cumberland"
35.951478,-84.812093,"TN","Cumberland"
37.64794,-78.138859,"VA","Cumberland"
41.995729,-96.671008,"NE","Cuming"
36.307995,-75.918814,"NC","Currituck"
34.497241,-103.294978,"NM","Curry"
42.656925,-124.133206,"OR","Curry"
38.095173,-105.421953,"CO","Custer"
44.50599,-114.222666,"ID","Custer"
46.447808,-105.795343,"MT","Custer"
41.620773,-99.864392,"NE","Custer"
35.538228,-98.703175,"OK","Custer"
43.666816,-103.371071,"SD","Custer"
41.456905,-81.693019,"OH","Cuyahoga"
34.813904,-85.501868,"GA","Dade"
37.431754,-93.849903,"MO","Dade"
40.936315,-109.432883,"UT","Daggett"
44.547215,-93.153115,"MN","Dakota"
42.332188,-96.465599,"NE","Dakota"
31.455485,-85.633907,"AL","Dale"
36.277826,-102.602022,"TX","Dallam"
32.43372,-87.055532,"AL","Dallas"
34.101037,-92.516827,"AR","Dallas"
41.617591,-94.034515,"IA","Dallas"
37.6596,-93.018874,"MO","Dallas"
32.767268,-96.777626,"TX","Dallas"
42.903829,-89.586339,"WI","Dane"
48.781396,-105.562544,"MT","Daniels"
36.603501,-79.376228,"VA","Danville City"
35.776474,-75.635823,"NC","Dare"
40.214675,-84.653188,"OH","Darke"
34.269558,-80.005897,"SC","Darlington"
40.600992,-76.811693,"PA","Dauphin"
35.608108,-80.144554,"NC","Davidson"
36.170556,-86.8825,"TN","Davidson"
35.945381,-80.448686,"NC","Davie"
38.689503,-87.121505,"IN","Daviess"
37.751818,-87.257303,"KY","Daviess"
39.893337,-94.090928,"MO","Daviess"
40.746315,-92.406245,"IA","Davis"
40.874038,-111.870994,"UT","Davis"
43.69591,-98.086401,"SD","Davison"
42.774479,-103.138479,"NE","Dawes"
34.453661,-84.155043,"GA","Dawson"
47.463408,-104.988111,"MT","Dawson"
40.980376,-99.685939,"NE","Dawson"
32.715593,-101.937544,"TX","Dawson"
45.319218,-97.637812,"SD","Day"
34.531467,-104.174298,"NM","De Baca"
34.337295,-85.85769,"AL","De Kalb"
42.008626,-88.83055,"IL","De Kalb"
41.501455,-85.071275,"IN","De Kalb"
27.186146,-81.809939,"FL","De Soto"
32.172214,-93.790471,"LA","De Soto"
34.80684,-89.994591,"MS","De Soto"
29.093677,-97.260776,"TX","De Witt"
34.910608,-102.200173,"TX","Deaf Smith"
39.091081,-84.988904,"IN","Dearborn"
30.835331,-84.511949,"GA","Decatur"
40.634604,-93.8105,"IA","Decatur"
39.424072,-85.347677,"IN","Decatur"
39.784578,-100.459467,"KS","Decatur"
35.448494,-88.121113,"TN","Decatur"
46.15821,-113.009421,"MT","Deer Lodge"
41.296657,-84.390413,"OH","Defiance"
33.771704,-84.23937,"GA","Dekalb"
39.904361,-94.490744,"MO","Dekalb"
36.034524,-85.997115,"TN","Dekalb"
41.744452,-124.056897,"CA","Del Norte"
42.457286,-91.564233,"IA","Delaware"
40.142124,-85.389874,"IN","Delaware"
42.413508,-74.61939,"NY","Delaware"
40.389346,-82.98071,"OH","Delaware"
36.265655,-94.694674,"OK","Delaware"
39.998811,-75.30793,"PA","Delaware"
38.805013,-107.983125,"CO","Delta"
45.695595,-87.207306,"MI","Delta"
33.356865,-95.584162,"TX","Delta"
37.612779,-91.652493,"MO","Dent"
33.007436,-96.895893,"TX","Denton"
39.726303,-104.856808,"CO","Denver"
40.898412,-91.164393,"IA","Des Moines"
44.082037,-121.227125,"OR","Deschutes"
33.608922,-91.207356,"AR","Desha"
41.111961,-102.261262,"NE","Deuel"
44.562302,-96.591264,"SD","Deuel"
35.988409,-99.007165,"OK","Dewey"
45.001611,-101.232885,"SD","Dewey"
40.152822,-88.947118,"IL","Dewitt"
33.616428,-100.779303,"TX","Dickens"
37.130943,-82.344881,"VA","Dickenson"
46.106141,-98.620707,"ND","Dickey"
43.377945,-95.24015,"IA","Dickinson"
38.9111,-97.195283,"KS","Dickinson"
46.021627,-87.874496,"MI","Dickinson"
36.039122,-87.26284,"TN","Dickson"
34.422187,-79.341359,"SC","Dillon"
28.448923,-99.759184,"TX","Dimmit"
37.072361,-77.647495,"VA","Dinwiddie"
38.911936,-77.016719,"DC","District Of Columbia"
48.928166,-103.296728,"ND","Divide"
29.680616,-83.089669,"FL","Dixie"
42.445278,-96.884378,"NE","Dixon"
39.270846,-80.719742,"WV","Doddridge"
32.150374,-83.055544,"GA","Dodge"
44.046168,-92.975313,"MN","Dodge"
41.487786,-96.501672,"NE","Dodge"
43.217506,-88.525315,"WI","Dodge"
37.718233,-108.791671,"CO","Dolores"
32.52512,-107.100101,"NM","Dona Ana"
39.712615,-95.186894,"KS","Doniphan"
34.968107,-100.891655,"TX","Donley"
32.185828,-83.901376,"GA","Dooly"
45.077002,-87.14603,"WI","Door"
38.479813,-76.079864,"MD","Dorchester"
33.014817,-80.195143,"SC","Dorchester"
31.560674,-84.176751,"GA","Dougherty"
39.374779,-104.849988,"CO","Douglas"
33.765457,-84.646946,"GA","Douglas"
39.725828,-88.305182,"IL","Douglas"
38.821502,-95.223906,"KS","Douglas"
45.902017,-95.420589,"MN","Douglas"
36.951914,-92.665499,"MO","Douglas"
41.357015,-96.203393,"NE","Douglas"
38.818277,-119.649498,"NV","Douglas"
42.834139,-123.13216,"OR","Douglas"
43.341035,-98.398964,"SD","Douglas"
47.497831,-120.214402,"WA","Douglas"
46.555409,-91.605419,"WI","Douglas"
33.590601,-91.732829,"AR","Drew"
41.887579,-88.022516,"IL","Du Page"
38.326772,-86.820726,"IN","Dubois"
42.458876,-90.877135,"IA","Dubuque"
40.320728,-110.435974,"UT","Duchesne"
41.379034,-70.673082,"MA","Dukes"
40.103088,-101.789168,"NE","Dundy"
36.064878,-90.229246,"MO","Dunklin"
47.305726,-102.202834,"ND","Dunn"
45.075804,-92.013036,"WI","Dunn"
35.141931,-78.099221,"NC","Duplin"
36.09206,-78.885147,"NC","Durham"
41.826491,-73.710901,"NY","Dutchess"
30.337538,-81.768622,"FL","Duval"
27.592468,-98.414188,"TX","Duval"
36.158668,-89.437684,"TN","Dyer"
39.860356,-106.631246,"CO","Eagle"
31.346088,-84.901178,"GA","Early"
30.51589,-91.080373,"LA","East Baton Rouge"
32.796407,-91.252622,"LA","East Carroll"
30.842734,-90.960294,"LA","East Feliciana"
32.228414,-98.819663,"TX","Eastland"
42.574191,-84.838452,"MI","Eaton"
44.75653,-91.473097,"WI","Eau Claire"
30.768894,-83.037116,"GA","Echols"
31.981472,-102.615727,"TX","Ector"
47.71736,-98.898693,"ND","Eddy"
32.622225,-104.433331,"NM","Eddy"
39.713401,-87.818005,"IL","Edgar"
35.949051,-77.641181,"NC","Edgecombe"
33.767808,-81.987524,"SC","Edgefield"
37.09425,-86.143188,"KY","Edmonson"
45.469377,-99.595667,"SD","Edmunds"
38.519678,-88.009457,"IL","Edwards"
37.951204,-99.098947,"KS","Edwards"
29.956952,-100.227509,"TX","Edwards"
32.488015,-81.322392,"GA","Effingham"
39.116649,-88.545705,"IL","Effingham"
38.81419,-120.895188,"CA","El Dorado"
39.086393,-104.807666,"CO","El Paso"
31.725097,-106.359795,"TX","El Paso"
39.382335,-104.084781,"CO","Elbert"
34.164131,-82.957102,"GA","Elbert"
37.383228,-96.272149,"KS","Elk"
41.415878,-78.665057,"PA","Elk"
41.712983,-85.824845,"IN","Elkhart"
40.905583,-115.534429,"NV","Elko"
38.131568,-83.079708,"KY","Elliott"
38.878202,-99.334803,"KS","Ellis"
36.204191,-99.818311,"OK","Ellis"
32.211518,-96.736746,"TX","Ellis"
38.696579,-98.205437,"KS","Ellsworth"
32.505625,-86.332245,"AL","Elmore"
43.847915,-115.253751,"ID","Elmore"
32.569871,-82.346181,"GA","Emanuel"
39.196393,-111.052868,"UT","Emery"
43.407517,-94.531703,"IA","Emmet"
45.539802,-84.805792,"MI","Emmet"
46.56035,-100.107546,"ND","Emmons"
36.694745,-77.535517,"VA","Emporia City"
32.321348,-98.108828,"TX","Erath"
43.013808,-78.525296,"NY","Erie"
41.59593,-82.706816,"OH","Erie"
41.894652,-80.311081,"PA","Erie"
31.129427,-87.096126,"AL","Escambia"
30.424838,-87.256471,"FL","Escambia"
37.585111,-117.604871,"NV","Esmeralda"
42.647991,-71.165685,"MA","Essex"
40.808549,-74.187005,"NJ","Essex"
44.214452,-73.787317,"NY","Essex"
38.024704,-77.037147,"VA","Essex"
44.581613,-71.833956,"VT","Essex"
37.70424,-83.944815,"KY","Estill"
34.024285,-86.074145,"AL","Etowah"
39.547797,-115.993806,"NV","Eureka"
30.67837,-92.519207,"LA","Evangeline"
32.163392,-81.87191,"GA","Evans"
38.84479,-77.46701,"VA","Fairfax"
38.853231,-77.305097,"VA","Fairfax City"
41.165097,-73.129186,"CT","Fairfield"
39.884758,-82.539214,"OH","Fairfield"
34.41478,-81.270211,"SC","Fairfield"
43.294549,-103.830431,"SD","Fall River"
46.351496,-104.273377,"MT","Fallon"
31.103376,-96.998652,"TX","Falls"
38.884177,-77.171752,"VA","Falls Church City"
34.831246,-84.331339,"GA","Fannin"
33.416579,-96.213438,"TX","Fannin"
43.6503,-93.977974,"MN","Faribault"
45.136245,-98.915424,"SD","Faulk"
35.146446,-92.376466,"AR","Faulkner"
38.840456,-77.891136,"VA","Fauquier"
33.712675,-87.774117,"AL","Fayette"
33.30009,-84.453196,"GA","Fayette"
42.752653,-91.69556,"IA","Fayette"
39.112821,-89.212452,"IL","Fayette"
39.58598,-85.276882,"IN","Fayette"
38.016674,-84.486043,"KY","Fayette"
39.64064,-83.419366,"OH","Fayette"
40.070268,-79.603426,"PA","Fayette"
35.292102,-89.752615,"TN","Fayette"
30.112343,-96.719014,"TX","Fayette"
38.041293,-81.064784,"WV","Fayette"
36.381838,-84.775579,"TN","Fentress"
47.286641,-108.763415,"MT","Fergus"
48.84269,-118.182764,"WA","Ferry"
43.527479,-91.85297,"MN","Fillmore"
40.653635,-97.430884,"NE","Fillmore"
38.000771,-100.664407,"KS","Finney"
32.753257,-100.232805,"TX","Fisher"
29.402177,-81.33425,"FL","Flagler"
48.202765,-114.303919,"MT","Flathead"
38.3481,-83.718626,"KY","Fleming"
33.937811,-79.903726,"SC","Florence"
45.74447,-88.47565,"WI","Florence"
34.479253,-85.149208,"GA","Floyd"
43.136067,-92.77932,"IA","Floyd"
38.35257,-85.890727,"IN","Floyd"
37.479896,-82.6769,"KY","Floyd"
34.071514,-101.30313,"TX","Floyd"
37.044622,-80.227981,"VA","Floyd"
37.893119,-78.338579,"VA","Fluvanna"
33.968163,-99.641288,"TX","Foard"
43.682727,-88.350947,"WI","Fond Du Lac"
40.967141,-88.188841,"IL","Ford"
37.690531,-99.902421,"KS","Ford"
41.475887,-79.239101,"PA","Forest"
45.672311,-88.530545,"WI","Forest"
31.245138,-89.28071,"MS","Forrest"
34.193041,-84.092588,"GA","Forsyth"
36.213266,-80.084667,"NC","Forsyth"
29.50401,-95.919107,"TX","Fort Bend"
47.457278,-98.893314,"ND","Foster"
40.240204,-87.213921,"IN","Fountain"
34.373392,-87.946916,"AL","Franklin"
35.43356,-93.752642,"AR","Franklin"
29.819333,-84.852937,"FL","Franklin"
34.355933,-83.152947,"GA","Franklin"
42.600335,-93.223204,"IA","Franklin"
42.207519,-111.997341,"ID","Franklin"
37.994296,-88.941665,"IL","Franklin"
39.490701,-84.853529,"IN","Franklin"
38.550993,-95.263735,"KS","Franklin"
38.228115,-84.869708,"KY","Franklin"
32.311261,-91.68543,"LA","Franklin"
42.474681,-72.467543,"MA","Franklin"
44.602705,-70.22651,"ME","Franklin"
38.416838,-91.142077,"MO","Franklin"
31.465718,-90.895386,"MS","Franklin"
35.982555,-78.208581,"NC","Franklin"
40.097871,-99.037737,"NE","Franklin"
44.674942,-74.444789,"NY","Franklin"
39.969036,-83.011389,"OH","Franklin"
39.908055,-77.666445,"PA","Franklin"
35.089483,-86.175941,"TN","Franklin"
33.15396,-95.217812,"TX","Franklin"
37.098391,-79.95233,"VA","Franklin"
44.836967,-72.92169,"VT","Franklin"
46.42066,-118.899447,"WA","Franklin"
36.682635,-76.942233,"VA","Franklin City"
39.512748,-77.369299,"MD","Frederick"
39.150074,-78.268988,"VA","Frederick"
38.295135,-77.483689,"VA","Fredericksburg City"
43.686288,-93.389838,"MN","Freeborn"
31.595644,-96.075096,"TX","Freestone"
38.477727,-105.507603,"CO","Fremont"
40.72146,-95.477606,"IA","Fremont"
44.015259,-111.42527,"ID","Fremont"
42.472474,-107.760978,"WY","Fremont"
36.247025,-120.381432,"CA","Fresno"
28.965841,-98.857837,"TX","Frio"
40.643861,-100.54399,"NE","Frontier"
36.374704,-91.804608,"AR","Fulton"
34.112373,-84.30205,"GA","Fulton"
40.608139,-90.362984,"IL","Fulton"
41.047932,-86.069172,"IN","Fulton"
36.546939,-89.081143,"KY","Fulton"
43.082793,-74.160753,"NY","Fulton"
41.578355,-84.25106,"OH","Fulton"
39.943762,-78.122265,"PA","Fulton"
40.294628,-99.842844,"NE","Furnas"
30.640548,-84.780758,"FL","Gadsden"
40.45603,-96.513526,"NE","Gage"
32.671468,-102.644589,"TX","Gaines"
36.660281,-80.913605,"VA","Galax City"
37.887676,-88.146409,"IL","Gallatin"
38.732647,-84.805495,"KY","Gallatin"
45.426786,-111.099517,"MT","Gallatin"
38.92307,-82.276201,"OH","Gallia"
29.403211,-95.073408,"TX","Galveston"
41.315509,-102.153084,"NE","Garden"
39.500281,-107.585235,"CO","Garfield"
47.414133,-107.027417,"MT","Garfield"
41.782277,-99.134041,"NE","Garfield"
36.402681,-97.843091,"OK","Garfield"
37.729535,-110.543374,"UT","Garfield"
46.475341,-117.537763,"WA","Garfield"
34.526841,-92.958697,"AR","Garland"
37.651397,-84.546693,"KY","Garrard"
39.58935,-79.230969,"MD","Garrett"
34.836481,-97.51668,"OK","Garvin"
33.179123,-101.298004,"TX","Garza"
38.395272,-91.406851,"MO","Gasconade"
35.365255,-81.087967,"NC","Gaston"
36.520104,-76.59285,"NC","Gates"
39.026465,-96.783359,"KS","Geary"
41.447117,-81.152938,"OH","Geauga"
43.908876,-116.492657,"ID","Gem"
42.940019,-83.536923,"MI","Genesee"
42.998052,-78.184813,"NY","Genesee"
31.150094,-85.813687,"AL","Geneva"
40.256596,-94.330949,"MO","Gentry"
30.866791,-88.649035,"MS","George"
33.439327,-79.367525,"SC","Georgetown"
38.202701,-87.577358,"IN","Gibson"
36.134323,-89.028993,"TN","Gibson"
33.576401,-110.855618,"AZ","Gila"
29.749093,-82.865081,"FL","Gilchrist"
35.055109,-86.883959,"TN","Giles"
37.277231,-80.670159,"VA","Giles"
30.373945,-99.096213,"TX","Gillespie"
45.567282,-120.275127,"OR","Gilliam"
34.73249,-84.425035,"GA","Gilmer"
38.913649,-80.831256,"WV","Gilmer"
39.81599,-105.475322,"CO","Gilpin"
48.904169,-113.298384,"MT","Glacier"
26.886471,-81.195575,"FL","Glades"
43.965212,-84.436146,"MI","Gladwin"
33.223471,-82.599738,"GA","Glascock"
31.864331,-101.49375,"TX","Glasscock"
39.698298,-122.168928,"CA","Glenn"
39.802163,-75.339215,"NJ","Gloucester"
37.28822,-76.426013,"VA","Gloucester"
31.230428,-81.492883,"GA","Glynn"
46.423427,-89.992677,"MI","Gogebic"
46.383858,-109.003382,"MT","Golden Valley"
46.963728,-103.898766,"ND","Golden Valley"
28.677805,-97.260556,"TX","Goliad"
29.407188,-97.741358,"TX","Gonzales"
37.733844,-77.888082,"VA","Goochland"
44.483189,-92.885609,"MN","Goodhue"
42.918993,-114.887601,"ID","Gooding"
34.462493,-84.743027,"GA","Gordon"
42.213334,-104.518529,"WY","Goshen"
40.56962,-99.831972,"NE","Gosper"
38.915304,-100.483367,"KS","Gove"
30.857503,-84.22903,"GA","Grady"
34.914788,-97.78122,"OK","Grady"
43.930221,-71.534068,"NH","Grafton"
33.038678,-109.785973,"AZ","Graham"
39.360027,-99.6876,"KS","Graham"
35.423135,-83.779522,"NC","Graham"
36.250636,-83.493998,"TN","Grainger"
39.958523,-105.792637,"CO","Grand"
38.999877,-109.615008,"UT","Grand"
47.9041,-97.431501,"ND","Grand Forks"
44.93606,-73.289065,"VT","Grand Isle"
44.789382,-85.488449,"MI","Grand Traverse"
46.687633,-113.215445,"MT","Granite"
34.152591,-92.304314,"AR","Grant"
40.515421,-85.661196,"IN","Grant"
37.562467,-101.308565,"KS","Grant"
38.552305,-84.611567,"KY","Grant"
31.518701,-92.480731,"LA","Grant"
45.838396,-96.141993,"MN","Grant"
46.300853,-101.673608,"ND","Grant"
41.919117,-101.746919,"NE","Grant"
32.783939,-108.185406,"NM","Grant"
36.79613,-97.787099,"OK","Grant"
44.477794,-118.947769,"OR","Grant"
45.170552,-96.534574,"SD","Grant"
47.177565,-119.401958,"WA","Grant"
42.97045,-90.571655,"WI","Grant"
38.986974,-79.146211,"WV","Grant"
36.451463,-78.566691,"NC","Granville"
43.38631,-84.46894,"MI","Gratiot"
36.900149,-88.637039,"KY","Graves"
37.803608,-100.338634,"KS","Gray"
35.432839,-100.746559,"TX","Gray"
47.002735,-123.67129,"WA","Grays Harbor"
37.552184,-86.483592,"KY","Grayson"
33.76672,-96.546662,"TX","Grayson"
36.608229,-81.584934,"VA","Grayson"
38.469704,-101.747853,"KS","Greeley"
41.688144,-98.363282,"NE","Greeley"
37.27586,-85.519334,"KY","Green"
42.712827,-89.45123,"WI","Green"
43.679317,-89.186656,"WI","Green Lake"
37.844155,-80.538781,"WV","Greenbrier"
32.737366,-87.967724,"AL","Greene"
36.128069,-90.691421,"AR","Greene"
33.560655,-83.193389,"GA","Greene"
42.141856,-94.503538,"IA","Greene"
39.380638,-90.399251,"IL","Greene"
39.031541,-86.838359,"IN","Greene"
37.311381,-93.578642,"MO","Greene"
31.360647,-88.606456,"MS","Greene"
35.609289,-77.713073,"NC","Greene"
42.28004,-73.837035,"NY","Greene"
39.706459,-84.016233,"OH","Greene"
39.870635,-80.211335,"PA","Greene"
36.227409,-82.734005,"TN","Greene"
38.270529,-78.557765,"VA","Greene"
32.991251,-109.255872,"AZ","Greenlee"
36.721471,-77.531996,"VA","Greensville"
38.511714,-82.872362,"KY","Greenup"
34.848567,-82.402871,"SC","Greenville"
37.980393,-96.199508,"KS","Greenwood"
34.114209,-82.128301,"SC","Greenwood"
34.950884,-99.394148,"OK","Greer"
32.517846,-94.730285,"TX","Gregg"
43.248832,-99.016376,"SD","Gregory"
33.786016,-89.845462,"MS","Grenada"
47.489506,-98.410133,"ND","Griggs"
30.288721,-95.856892,"TX","Grimes"
42.260476,-92.806788,"IA","Grundy"
41.238676,-88.278834,"IL","Grundy"
40.160044,-93.416387,"MO","Grundy"
35.360328,-85.789682,"TN","Grundy"
34.781908,-104.718891,"NM","Guadalupe"
29.555429,-98.090085,"TX","Guadalupe"
39.91944,-81.53113,"OH","Guernsey"
36.193624,-79.674079,"NC","Guilford"
29.9323,-85.235414,"FL","Gulf"
38.820006,-106.660278,"CO","Gunnison"
41.827251,-94.449511,"IA","Guthrie"
33.960353,-84.037859,"GA","Gwinnett"
44.370733,-101.527178,"SD","Haakon"
34.50429,-83.594758,"GA","Habersham"
32.855347,-87.721868,"AL","Hale"
34.068903,-101.826997,"TX","Hale"
36.279884,-77.723443,"NC","Halifax"
36.596827,-79.043054,"VA","Halifax"
34.334398,-83.837912,"GA","Hall"
40.87227,-98.368698,"NE","Hall"
34.530559,-100.681047,"TX","Hall"
36.213293,-83.275211,"TN","Hamblen"
30.495814,-82.985428,"FL","Hamilton"
42.485099,-93.68778,"IA","Hamilton"
37.921925,-88.468436,"IL","Hamilton"
40.167756,-86.045789,"IN","Hamilton"
37.999701,-101.785968,"KS","Hamilton"
40.850832,-98.054272,"NE","Hamilton"
43.667618,-74.456913,"NY","Hamilton"
39.135158,-84.709797,"OH","Hamilton"
35.017572,-85.018914,"TN","Hamilton"
31.717077,-98.115083,"TX","Hamilton"
44.590094,-97.466776,"SD","Hamlin"
42.140549,-72.788661,"MA","Hampden"
42.367092,-72.464571,"MA","Hampshire"
39.314071,-78.659428,"WV","Hampshire"
32.885698,-81.206373,"SC","Hampton"
37.072658,-76.38992,"VA","Hampton City"
33.257068,-83.08922,"GA","Hancock"
43.081779,-93.734689,"IA","Hancock"
40.549636,-90.997312,"IL","Hancock"
39.894912,-85.792762,"IN","Hancock"
37.832151,-86.782723,"KY","Hancock"
44.641873,-68.391481,"ME","Hancock"
30.295608,-89.463187,"MS","Hancock"
41.115906,-83.535416,"OH","Hancock"
36.493188,-83.15127,"TN","Hancock"
40.556137,-80.565784,"WV","Hancock"
44.480979,-99.062766,"SD","Hand"
37.754912,-77.480128,"VA","Hanover"
36.230799,-101.310055,"TX","Hansford"
43.66844,-97.75632,"SD","Hanson"
33.767997,-85.172928,"GA","Haralson"
27.601936,-81.85069,"FL","Hardee"
35.197635,-88.986448,"TN","Hardeman"
34.195699,-99.547098,"TX","Hardeman"
42.430997,-93.390638,"IA","Hardin"
37.500757,-88.238292,"IL","Hardin"
37.899466,-85.952833,"KY","Hardin"
40.6401,-83.616923,"OH","Hardin"
35.110079,-88.292167,"TN","Hardin"
30.312185,-94.401843,"TX","Hardin"
35.804116,-103.902091,"NM","Harding"
45.578941,-103.493668,"SD","Harding"
38.999518,-78.821226,"WV","Hardy"
39.499909,-76.231177,"MD","Harford"
36.865351,-83.287927,"KY","Harlan"
40.101761,-99.352846,"NE","Harlan"
34.768632,-99.833341,"OK","Harmon"
35.478164,-78.729411,"NC","Harnett"
43.019785,-119.069624,"OR","Harney"
37.111488,-98.048121,"KS","Harper"
36.791802,-99.753511,"OK","Harper"
32.661625,-84.855447,"GA","Harris"
29.813142,-95.309789,"TX","Harris"
41.779196,-95.716392,"IA","Harrison"
38.190314,-86.115257,"IN","Harrison"
38.442076,-84.347201,"KY","Harrison"
40.258215,-94.020972,"MO","Harrison"
30.396277,-89.064103,"MS","Harrison"
40.263163,-81.030687,"OH","Harrison"
32.386275,-94.210541,"TX","Harrison"
39.287434,-80.341883,"WV","Harrison"
38.422777,-78.877137,"VA","Harrisonburg City"
34.383987,-83.03321,"GA","Hart"
37.370142,-85.913432,"KY","Hart"
41.757944,-72.728272,"CT","Hartford"
35.685842,-102.330294,"TX","Hartley"
38.021434,-97.537188,"KS","Harvey"
37.441023,-100.998474,"KS","Haskell"
35.258196,-95.134492,"OK","Haskell"
33.322098,-99.674393,"TX","Haskell"
36.495148,-82.732009,"TN","Hawkins"
40.524819,-101.061328,"NE","Hayes"
30.108361,-97.989275,"TX","Hays"
35.492743,-82.959555,"NC","Haywood"
35.633418,-89.276381,"TN","Haywood"
33.278005,-85.134045,"GA","Heard"
35.904503,-100.384093,"TX","Hemphill"
33.673559,-93.606807,"AR","Hempstead"
40.853583,-90.864536,"IL","Henderson"
37.778911,-87.60124,"KY","Henderson"
35.4319,-82.544826,"NC","Henderson"
35.666113,-88.215928,"TN","Henderson"
32.289838,-95.791559,"TX","Henderson"
39.736926,-86.483474,"IN","Hendricks"
26.630066,-81.090897,"FL","Hendry"
44.882838,-93.200671,"MN","Hennepin"
37.531296,-77.416103,"VA","Henrico"
31.559402,-85.222965,"AL","Henry"
33.408112,-84.273764,"GA","Henry"
40.845708,-91.670699,"IA","Henry"
41.295367,-90.290476,"IL","Henry"
39.836197,-85.474444,"IN","Henry"
38.452892,-85.016907,"KY","Henry"
38.388723,-93.924453,"MO","Henry"
41.419878,-84.013674,"OH","Henry"
36.428005,-88.179868,"TN","Henry"
36.670446,-79.742557,"VA","Henry"
43.271433,-75.04774,"NY","Herkimer"
28.586197,-82.395858,"FL","Hernando"
36.491011,-77.031055,"NC","Hertford"
46.369616,-102.326958,"ND","Hettinger"
36.680798,-88.979474,"KY","Hickman"
35.92171,-87.348964,"TN","Hickman"
38.024206,-93.228867,"MO","Hickory"
32.055007,-108.62913,"NM","Hidalgo"
26.269305,-98.224364,"TX","Hidalgo"
39.074262,-83.848414,"OH","Highland"
38.385967,-79.559157,"VA","Highland"
27.473059,-81.464053,"FL","Highlands"
48.663002,-110.09437,"MT","Hill"
32.176705,-97.20549,"TX","Hill"
27.764761,-82.273409,"FL","Hillsborough"
42.87474,-71.629365,"NH","Hillsborough"
41.956346,-84.767913,"MI","Hillsdale"
32.406956,-90.46141,"MS","Hinds"
38.026256,-107.276581,"CO","Hinsdale"
40.231495,-100.835774,"NE","Hitchcock"
39.504455,-82.242899,"OH","Hocking"
33.770506,-102.192713,"TX","Hockley"
38.121492,-99.709532,"KS","Hodgeman"
35.02363,-79.246841,"NC","Hoke"
30.875532,-85.684243,"FL","Holmes"
33.255582,-90.183344,"MS","Holmes"
40.547385,-81.876602,"OH","Holmes"
40.126706,-95.329064,"MO","Holt"
42.556421,-99.032048,"NE","Holt"
32.473973,-97.67747,"TX","Hood"
45.671017,-121.868565,"OR","Hood River"
42.042143,-101.045192,"NE","Hooker"
37.286676,-77.296596,"VA","Hopewell City"
37.220571,-87.624098,"KY","Hopkins"
33.168606,-95.585464,"TX","Hopkins"
33.939968,-79.041027,"SC","Horry"
34.276538,-93.11742,"AR","Hot Spring"
43.76976,-108.454106,"WY","Hot Springs"
47.072716,-88.634939,"MI","Houghton"
31.148124,-85.371845,"AL","Houston"
32.539506,-83.662733,"GA","Houston"
43.648232,-91.410977,"MN","Houston"
36.288768,-87.749245,"TN","Houston"
31.320814,-95.392816,"TX","Houston"
34.136218,-94.044286,"AR","Howard"
43.381795,-92.475226,"IA","Howard"
40.506851,-86.171054,"IN","Howard"
39.1332,-76.798843,"MD","Howard"
39.242532,-92.69974,"MO","Howard"
41.11924,-98.681367,"NE","Howard"
32.299597,-101.343248,"TX","Howard"
36.974825,-91.76979,"MO","Howell"
46.987609,-94.726405,"MN","Hubbard"
40.670858,-74.109486,"NJ","Hudson"
31.958194,-105.201061,"TX","Hudspeth"
37.787772,-105.18487,"CO","Huerfano"
35.028521,-96.235928,"OK","Hughes"
44.334073,-100.094195,"SD","Hughes"
40.646324,-124.025773,"CA","Humboldt"
42.863891,-94.295698,"IA","Humboldt"
41.263287,-118.174506,"NV","Humboldt"
33.263048,-90.59677,"MS","Humphreys"
35.923959,-87.810501,"TN","Humphreys"
33.076823,-96.219803,"TX","Hunt"
40.717424,-74.813951,"NJ","Hunterdon"
40.54851,-78.095064,"PA","Huntingdon"
40.820278,-85.597862,"IN","Huntington"
43.79455,-82.949138,"MI","Huron"
41.216488,-82.793687,"OH","Huron"
43.321384,-97.547869,"SD","Hutchinson"
35.728104,-101.487464,"TX","Hutchinson"
35.325223,-76.028472,"NC","Hyde"
44.574651,-99.486417,"SD","Hyde"
30.045066,-91.878675,"LA","Iberia"
30.261384,-91.36026,"LA","Iberville"
42.359052,-95.546574,"IA","Ida"
45.688686,-115.596198,"ID","Idaho"
32.782242,-114.561905,"CA","Imperial"
